5.000000000000003574e-03 1.640297556839016397e+04 7.596775383261464842e-01 3.658437188556062836e+01
5.487493827465282463e-03 2.168376836113789250e+04 7.596910083749872644e-01 3.653126404988071130e+01
6.022517701293915969e-03 2.866466565039400666e+04 7.597072714403954041e-01 3.646748674108999921e+01
6.609705742330148313e-03 3.789300103027654404e+04 7.597269150860914699e-01 3.639094340359509516e+01
7.254143892479699741e-03 5.009231730078815599e+04 7.597506537531768522e-01 3.629914660158017625e+01
7.961413966705467929e-03 6.621909546192873677e+04 7.597793572460883604e-01 3.618915469560265308e+01
8.737642000038422715e-03 8.753774710532360768e+04 7.598140858355998395e-01 3.605750271933746376e+01
9.589551308362451870e-03 1.157197499425404822e+05 7.598561334334945627e-01 3.590012924556350526e+01
1.052452072256010798e-02 1.529746991392434866e+05 7.599070804685102987e-01 3.571230255820464095e+01
1.155064850041580098e-02 2.022235494663765712e+05 7.599688581222356909e-01 3.548855168364735135e+01
1.267682246985056896e-02 2.673276312284591841e+05 7.600438253140424649e-01 3.522261101501702285e+01
1.391279701103562833e-02 3.533913958428518963e+05 7.601348589408511991e-01 3.490739165346544581e+01
1.526927754416709110e-02 4.671626276785135269e+05 7.602454559018380076e-01 3.453499844968320787e+01
1.675801325469421926e-02 6.175615005537413526e+05 7.603798416142308891e-01 3.409681922509720664e+01
1.839189885914317354e-02 8.163799592904167948e+05 7.605430730260527294e-01 3.358372170067422502e+01
2.018508629298278179e-02 1.079206260969023686e+06 7.607411133831927241e-01 3.298640363473032266e+01
2.215310728791941228e-02 1.426647164057120448e+06 7.609808404792397507e-01 3.229595092363208408e+01
2.431300790032678294e-02 1.885943590509474045e+06 7.612699309712050999e-01 3.150466356164982784e+01
2.668349615603156366e-02 2.493106435980240349e+06 7.616165466156343822e-01 3.060720426581847065e+01
2.928510409028333913e-02 3.295739985227763653e+06 7.620287494649325977e-01 2.960209925835074429e+01
3.214036558642161673e-02 4.356774301117405295e+06 7.625136212473970776e-01 2.849356049057115570e+01
3.527401155359323470e-02 5.759399223226427101e+06 7.630761956939422497e-01 2.729348478730244310e+01
3.871318413405636094e-02 7.613586823626291007e+06 7.637185498597227618e-01 2.602329970827418393e+01
4.248767179543222472e-02 1.006471370957036689e+07 7.644505697621579721e-01 2.471506269663684918e+01
4.663016734416101233e-02 1.330495920021124370e+07 7.652490652262009529e-01 2.341091144539273117e+01
5.117655109495133220e-02 1.758837304542091116e+07 7.661220707059042123e-01 2.215972112387856541e+01
5.616620164890140376e-02 2.325079406331267953e+07 7.670725436269054676e-01 2.100989128661936434e+01
6.164233697210332041e-02 3.073618140680265799e+07 7.681095655889622620e-01 1.998293210529971375e+01
6.765238872899037581e-02 4.063142294836894423e+07 7.692458836579172399e-01 1.911966250228717712e+01
7.424841311272327438e-02 5.371234991617579013e+07 7.704925404310538628e-01 1.837856077759730766e+01
8.148754173103221754e-02 7.100456553499861062e+07 7.718556432058172323e-01 1.769521561470810411e+01
8.943247645287175085e-02 9.386385690966747701e+07 7.733419300918334960e-01 1.698687862626989897e+01
9.815203250201356977e-02 1.240824948026168793e+08 7.749616277191982983e-01 1.619401220220915505e+01
1.077217345015942240e-01 1.640297556839014888e+08 7.767306086167857782e-01 1.532640040768312417e+01
1.182244706322704147e-01 2.168376836113789082e+08 7.786602872798042974e-01 1.447157654823864092e+01
1.297512105699868135e-01 2.866466565039394498e+08 7.807635102684191697e-01 1.373126115236974520e+01
1.424017934217901016e-01 3.789300103027650714e+08 7.830580074709794225e-01 1.311071465185268003e+01
1.562857924844118507e-01 5.009231730078816414e+08 7.855602630524366470e-01 1.249365826189824880e+01
1.715234643157458883e-01 6.621909546192857027e+08 7.882896990048394725e-01 1.179728003660700431e+01
1.882467903396234099e-01 8.753774710532350540e+08 7.912679613127732159e-01 1.111941092472588721e+01
2.066006200057668718e-01 1.157197499425401926e+09 7.945185590271437448e-01 1.055903347069806841e+01
2.267439254064291532e-01 1.529746991392433405e+09 7.980677048531656936e-01 9.994313485323690571e+00
2.488511782166056285e-01 2.022235494663766861e+09 8.019447451857557585e-01 9.390107376717626408e+00
2.731138608842170745e-01 2.673276312284584999e+09 8.061820015340490642e-01 8.883189671398540099e+00
2.997421251594704072e-01 3.533913958428512096e+09 8.108156519313681754e-01 8.355431403161075465e+00
3.289666123287840471e-01 4.671626276785124779e+09 8.158860531593890020e-01 7.858688662604112807e+00
